EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AvgSatisfaction,SatGroup,AttrRisk,AttrReason,Recommendations
RM002,49,46-55,False,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Male,2,2,Research Scientist,2,Married,5130,5k-10k,1,False,23,4,4,1,10,3,3,10,7,1,7,3.0,Medium,False,,
RM780,51,46-55,True,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,Upto 5k,9,True,12,3,3,3,18,2,4,10,0,2,7,2.8,Medium,False,,
RM469,52,46-55,False,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,5577,5k-10k,3,True,12,3,2,2,18,3,3,10,9,6,9,2.5,Medium,False,,
RM206,29,26-35,True,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,5k-10k,1,False,22,4,4,3,10,3,2,10,4,1,,3.0,Medium,False,,
RM283,29,26-35,False,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,Upto 5k,1,False,18,3,1,0,10,3,2,10,7,0,9,2.2,Medium,False,,
RM1064,29,26-35,False,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,2,Sales Executive,3,Divorced,8620,5k-10k,1,False,14,3,3,2,10,3,3,10,7,0,4,3.0,Medium,False,,
RM1189,29,26-35,False,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,Upto 5k,1,True,13,3,2,1,10,3,2,10,0,0,9,1.8,Low,False,,
RM168,30,26-35,False,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,5k-10k,2,False,12,3,3,1,12,2,3,10,9,7,4,3.0,Medium,True,Рівень посади: 3; Стаж на посаді: 9; К-сть років з останнього підвищення: 7,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM339,30,26-35,False,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,5k-10k,1,False,13,3,3,3,10,2,3,10,9,1,2,3.2,High,False,,
RM845,30,26-35,False,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,5k-10k,1,False,18,3,1,1,10,3,3,10,3,1,4,2.5,Medium,False,,
RM1107,30,26-35,True,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,9714,5k-10k,1,False,11,3,4,1,10,4,3,10,8,6,7,2.5,Medium,False,,
RM951,31,26-35,False,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,5k-10k,1,True,19,3,1,1,10,5,2,10,8,9,6,2.5,Medium,True,Рівень посади: 3; Стаж на посаді: 8; К-сть років з останнього підвищення: 9,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM1192,31,26-35,False,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,5k-10k,1,False,11,3,1,2,10,2,3,10,0,0,2,2.2,Medium,False,,
RM1396,31,26-35,True,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,2,Sales Executive,4,Married,5617,5k-10k,1,True,11,3,3,0,10,4,3,10,7,0,8,2.8,Medium,False,,
RM528,32,26-35,False,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,Single,5396,5k-10k,1,False,12,3,4,0,10,2,2,10,7,0,8,3.5,High,False,,
RM642,32,26-35,False,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6524,5k-10k,1,False,14,3,4,1,10,3,3,10,8,5,3,2.8,Medium,False,,
RM936,32,26-35,False,Travel_Rarely,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,5k-10k,1,False,15,3,3,2,10,4,4,10,7,0,8,3.5,High,False,,
RM873,33,26-35,False,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,Upto 5k,1,False,12,3,1,1,10,3,2,10,7,0,1,2.0,Low,False,,
RM1364,33,26-35,False,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,2,Sales Executive,3,Single,5487,5k-10k,1,False,14,3,2,0,10,2,2,10,4,0,9,2.2,Medium,False,,
RM463,34,26-35,False,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,5337,5k-10k,1,False,12,3,4,0,10,3,3,10,7,5,7,3.8,High,False,,
RM965,34,26-35,False,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,5k-10k,1,False,12,3,4,0,10,6,4,10,8,9,6,3.0,Medium,True,Рівень посади: 2; Стаж на посаді: 8; К-сть років з останнього підвищення: 9,Спеціалісти Sales Executive 2-го рівня зі стажем 6+ років схильні до відтоку після 6 років роботи без підвищення. Варто дізнатися про перспективи для даного працівника.
RM1085,34,26-35,False,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,2,3,Sales Executive,3,Married,7083,5k-10k,1,True,14,3,4,0,10,3,3,10,9,8,6,3.5,High,True,Рівень посади: 3; Стаж на посаді: 9; К-сть років з останнього підвищення: 8,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM1301,34,26-35,False,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,6799,5k-10k,1,False,21,4,3,2,10,5,3,10,8,4,8,2.8,Medium,False,,
RM152,35,26-35,False,Travel_Rarely,Sales,1,5,Marketing,3,Male,3,3,Sales Executive,2,Married,7295,5k-10k,1,False,13,3,1,2,10,3,3,10,8,0,6,2.2,Medium,False,,
RM229,35,26-35,False,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,5k-10k,1,False,14,3,1,0,10,3,4,10,7,0,8,2.8,Medium,False,,
RM705,35,26-35,False,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,7823,5k-10k,6,False,13,3,2,1,12,2,3,10,9,0,8,3.2,High,False,,
RM1282,35,26-35,True,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5813,5k-10k,1,True,18,3,4,0,10,2,3,10,7,7,7,3.5,High,False,,
RM1393,35,26-35,False,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,2,Sales Executive,4,Married,5204,5k-10k,1,True,11,3,4,0,10,2,3,10,8,0,9,3.5,High,False,,
RM385,36,36-45,False,Travel_Rarely,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,Married,7596,5k-10k,1,False,13,3,2,2,10,2,3,10,9,9,0,2.5,Medium,True,Рівень посади: 3; Стаж на посаді: 9; К-сть років з останнього підвищення: 9,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM443,36,36-45,False,Non-Travel,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,Single,9980,5k-10k,1,False,14,3,4,0,10,3,2,10,3,9,7,3.0,Medium,False,,
RM570,36,36-45,False,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,3,Sales Executive,1,Single,7587,5k-10k,1,False,15,3,2,0,10,1,3,10,7,0,9,1.8,Low,False,,
RM1341,36,36-45,False,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,5673,5k-10k,1,True,13,3,1,1,10,4,3,10,9,1,7,2.2,Medium,False,,
RM653,37,36-45,False,Non-Travel,Sales,19,2,Medical,1,Male,3,3,Sales Executive,2,Single,7642,5k-10k,1,True,13,3,4,0,10,2,3,10,0,0,9,2.5,Medium,False,,
RM1452,38,36-45,False,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5343,5k-10k,1,False,11,3,3,1,10,1,3,10,7,1,9,2.8,Medium,False,,
RM404,41,36-45,False,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,Married,8392,5k-10k,1,False,16,3,3,1,10,2,3,10,7,0,,2.2,Medium,False,,
RM1219,41,36-45,False,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,5k-10k,1,False,12,3,2,0,10,3,3,10,8,8,7,3.0,Medium,True,Рівень посади: 3; Стаж на посаді: 8; К-сть років з останнього підвищення: 8,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM1217,43,36-45,False,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,7847,5k-10k,1,True,17,3,1,1,10,3,3,10,9,8,8,3.0,Medium,True,Рівень посади: 2; Стаж на посаді: 9; К-сть років з останнього підвищення: 8,Спеціалісти Sales Executive 2-го рівня зі стажем 6+ років схильні до відтоку після 6 років роботи без підвищення. Варто дізнатися про перспективи для даного працівника.
RM1144,45,36-45,False,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,Upto 5k,1,False,15,3,1,1,10,2,3,10,7,4,5,1.5,Low,False,,
RM1236,46,46-55,False,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,10k-15k,4,True,12,3,2,1,13,5,2,10,6,0,3,2.8,Medium,False,,
RM092,51,46-55,False,Travel_Rarely,Sales,21,4,Marketing,3,Male,3,2,Sales Executive,4,Single,5441,5k-10k,0,True,22,4,4,0,11,2,1,10,7,1,0,3.0,Medium,False,,
RM089,30,26-35,False,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,2,Healthcare Representative,4,Married,4152,Upto 5k,1,False,19,3,1,3,11,3,3,11,10,10,8,2.8,Medium,False,,
RM1082,35,26-35,False,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,2,3,Healthcare Representative,2,Single,8606,5k-10k,1,False,19,3,4,0,11,3,1,11,8,3,3,2.8,Medium,False,,
RM786,40,36-45,False,Travel_Rarely,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,10k-15k,4,False,20,4,4,1,14,6,3,11,10,11,1,3.0,Medium,False,,
RM140,30,26-35,False,Travel_Rarely,Human Resources,9,3,Human Resources,3,Male,3,2,Human Resources,4,Married,6347,5k-10k,0,True,19,3,4,0,12,2,1,11,9,4,,3.0,Medium,False,,
RM1290,38,36-45,False,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,2592,Upto 5k,5,False,13,3,4,3,13,3,3,11,10,3,8,2.5,Medium,False,,
RM1319,29,26-35,False,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3812,Upto 5k,1,False,13,3,2,0,11,3,4,11,8,3,10,3.5,High,False,,
RM427,30,26-35,False,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,Upto 5k,0,False,14,3,3,0,12,2,2,11,7,6,7,3.0,Medium,False,,
RM921,34,26-35,False,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,Upto 5k,4,False,13,3,3,2,15,2,4,11,8,5,10,3.0,Medium,False,,
RM688,36,36-45,False,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Laboratory Technician,3,Single,2519,Upto 5k,4,False,21,4,3,0,16,6,3,11,8,3,9,3.0,Medium,False,,
RM117,34,26-35,False,Travel_Rarely,Research & Development,5,3,Medical,3,Female,2,3,Manager,1,Single,11631,10k-15k,2,False,12,3,4,0,14,6,3,11,10,5,8,2.8,Medium,False,,
RM917,46,46-55,False,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,15k+,2,False,14,3,3,1,26,2,3,11,4,0,8,3.0,Medium,False,,
RM212,30,26-35,False,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,5k-10k,1,False,22,4,3,0,12,2,3,11,8,5,8,3.0,Medium,False,,
RM076,31,26-35,False,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,2,Manufacturing Director,4,Single,4424,Upto 5k,1,False,23,4,4,0,11,2,3,11,7,1,,3.5,High,False,,
RM343,31,26-35,False,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,5k-10k,1,True,14,3,3,0,11,2,2,11,9,4,10,3.0,Medium,False,,
RM248,34,26-35,False,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,5k-10k,6,False,13,3,2,1,13,3,3,11,9,5,9,2.5,Medium,False,,
RM818,36,36-45,False,Non-Travel,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,5k-10k,2,False,20,4,1,0,18,0,3,11,9,0,9,2.2,Medium,False,,
RM1406,31,26-35,False,Non-Travel,Research & Development,10,3,Medical,3,Female,3,3,Research Director,3,Married,11031,10k-15k,4,False,20,4,3,1,13,2,4,11,7,4,8,3.2,High,False,,
RM342,38,36-45,False,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,10k-15k,0,True,14,3,2,1,12,3,3,11,10,2,9,3.0,Medium,False,,
RM887,30,26-35,False,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,Upto 5k,0,True,21,4,1,1,12,2,3,11,9,5,7,2.5,Medium,False,,
RM1180,34,26-35,False,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,5k-10k,1,False,12,3,3,1,11,2,3,11,8,7,9,3.0,Medium,False,,
RM901,36,36-45,False,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,Upto 5k,1,False,12,3,3,0,12,2,2,11,10,0,7,2.5,Medium,False,,
RM228,29,26-35,False,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,5k-10k,1,False,14,3,4,1,11,5,3,11,10,4,1,3.2,High,True,Рівень посади: 3; Стаж на посаді: 10; К-сть років з останнього підвищення: 4,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM837,29,26-35,True,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,5k-10k,1,False,13,3,1,1,11,3,1,11,8,3,10,1.8,Low,False,,
RM093,30,26-35,False,Travel_Rarely,Sales,4,2,Medical,3,Female,2,2,Sales Executive,2,Divorced,5209,5k-10k,1,True,12,3,2,3,11,4,2,11,8,2,7,2.2,Medium,False,,
RM095,32,26-35,False,Travel_Rarely,Sales,6,4,Medical,2,Male,3,2,Sales Executive,3,Single,5010,5k-10k,1,False,16,3,1,0,12,0,3,11,8,5,7,2.2,Medium,False,,
RM1254,33,26-35,False,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,5k-10k,8,False,15,3,4,0,13,2,2,11,7,1,7,3.0,Medium,False,,
RM298,35,26-35,False,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,5k-10k,0,False,15,3,3,2,12,3,2,11,9,6,9,2.5,Medium,True,Рівень посади: 3; Стаж на посаді: 9; К-сть років з останнього підвищення: 6,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM448,35,26-35,False,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,Married,4717,Upto 5k,9,False,11,3,3,0,15,2,3,11,9,6,9,2.8,Medium,True,Рівень посади: 2; Стаж на посаді: 9; К-сть років з останнього підвищення: 6,Спеціалісти Sales Executive 2-го рівня зі стажем 6+ років схильні до відтоку після 6 років роботи без підвищення. Варто дізнатися про перспективи для даного працівника.
RM1187,35,26-35,True,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,4581,Upto 5k,3,True,24,4,1,0,13,2,4,11,9,6,7,3.2,High,False,,
RM1411,40,36-45,False,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,2,Sales Executive,2,Married,5677,5k-10k,3,False,14,3,3,1,15,4,3,11,8,5,10,2.5,Medium,False,,
RM880,60,55+,False,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,5k-10k,0,True,18,3,2,1,12,3,3,11,7,1,9,2.8,Medium,False,,
RM1088,34,26-35,False,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,3,1,Sales Representative,3,Married,2308,Upto 5k,0,True,25,4,2,1,12,4,3,11,10,5,7,2.5,Medium,False,,
RM1279,36,36-45,False,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,8321,5k-10k,7,True,13,3,4,1,15,1,3,12,8,5,7,3.0,Medium,False,,
RM979,40,36-45,False,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,5k-10k,5,False,20,4,2,3,15,0,3,12,11,11,8,2.5,Medium,False,,
RM045,30,26-35,False,Travel_Frequently,Research & Development,1,2,Medical,3,Female,3,2,Laboratory Technician,4,Single,4011,Upto 5k,1,False,23,4,4,0,12,2,3,12,8,3,7,3.5,High,False,,
RM174,30,26-35,False,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,3072,Upto 5k,1,False,11,3,3,2,12,4,3,12,9,6,10,2.5,Medium,False,,
RM1413,30,26-35,False,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Married,3748,Upto 5k,1,False,13,3,3,0,12,6,2,12,8,1,7,2.8,Medium,False,,
RM1051,42,36-45,False,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,1,Laboratory Technician,4,Single,3673,Upto 5k,1,False,13,3,3,0,12,3,3,12,9,5,8,2.8,Medium,False,,
RM811,46,46-55,False,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,17465,15k+,3,False,12,3,4,1,23,3,3,12,9,4,9,2.8,Medium,False,,
RM722,50,46-55,False,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,Married,13973,10k-15k,3,True,18,3,4,1,22,2,3,12,11,1,5,3.5,High,False,,
RM023,34,26-35,False,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Female,3,3,Research Director,2,Single,11994,10k-15k,0,False,11,3,3,0,13,4,3,12,6,2,,2.2,Medium,False,,
RM650,53,46-55,False,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,4,Research Director,4,Single,14275,10k-15k,6,False,18,3,3,0,33,0,3,12,9,3,8,3.5,High,False,,
RM1054,57,55+,False,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,2,Research Scientist,3,Married,4900,Upto 5k,0,False,24,4,1,1,13,2,2,12,9,2,8,2.0,Low,False,,
RM1275,31,26-35,False,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,5468,5k-10k,1,False,14,3,1,2,13,3,3,12,7,5,7,2.2,Medium,False,,
RM159,40,36-45,False,Travel_Rarely,Sales,4,4,Marketing,3,Male,2,3,Sales Executive,4,Married,10855,10k-15k,7,False,11,3,1,1,15,2,2,12,11,2,11,2.5,Medium,True,Рівень посади: 3; Стаж на посаді: 11; К-сть років з останнього підвищення: 2,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM751,44,36-45,False,Travel_Rarely,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,Married,13320,10k-15k,3,True,18,3,3,1,23,2,3,12,11,11,11,3.5,High,False,,
RM510,33,26-35,False,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,7725,5k-10k,3,False,23,4,3,1,15,2,1,13,11,4,7,2.8,Medium,False,,
RM848,34,26-35,False,Travel_Frequently,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,5k-10k,0,False,20,4,3,0,14,3,3,13,9,4,9,2.8,Medium,False,,
RM111,51,46-55,False,Travel_Frequently,Research & Development,1,4,Medical,1,Female,2,3,Healthcare Representative,1,Single,7484,5k-10k,3,False,20,4,3,0,23,1,2,13,12,12,8,1.8,Low,False,,
RM1442,56,55+,False,Non-Travel,Research & Development,1,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,6306,5k-10k,1,False,21,4,1,1,13,2,2,13,12,1,9,2.2,Medium,False,,
RM221,36,36-45,False,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,5k-10k,8,False,16,3,4,0,16,3,4,13,11,3,7,3.5,High,False,,
RM1081,46,46-55,False,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,4,Manager,2,Married,16606,15k+,8,False,12,3,4,1,23,2,4,13,12,5,1,3.2,High,False,,
RM395,31,26-35,False,Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,4306,Upto 5k,1,False,12,3,2,1,13,5,1,13,10,3,12,1.5,Low,False,,
RM435,31,26-35,False,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,10648,10k-15k,1,False,25,4,4,1,13,6,4,13,8,0,8,3.2,High,False,,
RM648,35,26-35,False,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,3,Manufacturing Director,2,Married,10903,10k-15k,3,False,16,3,1,0,16,2,3,13,10,4,8,2.5,Medium,False,,
RM591,33,26-35,False,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,3,Research Director,3,Married,11691,10k-15k,0,False,11,3,4,0,14,3,4,13,9,3,7,3.5,High,False,,
RM1358,42,36-45,False,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,3,Research Director,1,Married,13348,10k-15k,9,False,13,3,2,1,18,3,4,13,7,5,7,2.5,Medium,False,,
RM1422,47,46-55,False,Non-Travel,Research & Development,1,1,Medical,3,Female,3,3,Research Director,2,Married,11957,10k-15k,0,False,18,3,1,2,14,3,1,13,8,5,12,1.8,Low,False,,
RM793,33,26-35,True,Travel_Frequently,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,4508,Upto 5k,1,False,22,4,2,0,14,4,3,13,7,3,8,2.2,Medium,False,,
RM399,37,36-45,False,Non-Travel,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,Upto 5k,3,True,15,3,1,2,15,2,3,13,11,10,7,2.2,Medium,False,,
RM084,38,36-45,False,Non-Travel,Research & Development,6,3,Medical,2,Female,1,2,Research Scientist,4,Divorced,5329,5k-10k,7,True,12,3,4,3,17,3,3,13,11,1,9,3.2,High,False,,
RM1188,38,36-45,False,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,Upto 5k,7,False,15,3,4,2,19,4,4,13,11,2,9,4.0,High,False,,
RM1031,31,26-35,False,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,3,Sales Executive,4,Divorced,10793,10k-15k,1,False,18,3,1,1,13,5,3,13,7,9,9,2.2,Medium,True,Рівень посади: 3; Стаж на посаді: 7; К-сть років з останнього підвищення: 9,"Спеціалісти Sales Executive 3-го рівня схильні покидати компанію після 6 років на посаді через кар'єрний застій. Варто перевірити можливість кар'єрного зростання для даного працівника, а також переглянути можливість заохочення опціонами/підвищенням."
RM307,32,26-35,False,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,5k-10k,1,False,14,3,3,1,13,3,2,13,8,4,8,3.0,Medium,False,,
RM320,32,26-35,False,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,5k-10k,1,True,11,3,4,0,13,2,3,13,12,11,9,3.0,Medium,True,Рівень посади: 2; Стаж на посаді: 12; К-сть років з останнього підвищення: 11,Спеціалісти Sales Executive 2-го рівня зі стажем 6+ років схильні до відтоку після 6 років роботи без підвищення. Варто дізнатися про перспективи для даного працівника.
RM1049,34,26-35,False,Travel_Rarely,Sales,3,3,Other,4,Male,1,2,Sales Executive,1,Single,4759,Upto 5k,3,False,18,3,4,0,15,2,3,13,9,3,12,3.0,Medium,False,,
RM889,35,26-35,False,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,10k-15k,4,True,11,3,2,1,16,6,2,13,2,4,12,2.8,Medium,False,,
RM1163,35,26-35,True,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,10306,10k-15k,9,False,17,3,3,0,15,3,3,13,12,6,0,2.8,Medium,False,,
RM360,36,36-45,False,Travel_Frequently,Sales,3,4,Medical,1,Male,2,3,Sales Executive,4,Married,9699,5k-10k,4,False,11,3,1,1,16,2,3,13,9,1,,2.2,Medium,False,,
RM1221,36,36-45,False,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,Upto 5k,3,False,15,3,3,0,17,2,2,13,7,6,7,3.0,Medium,False,,
RM984,34,26-35,False,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,5k-10k,1,False,11,3,4,0,14,2,4,14,11,4,11,3.8,High,False,,
RM1158,35,26-35,False,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,Upto 5k,1,False,12,3,4,1,15,5,3,14,11,2,9,3.2,High,False,,
RM1211,33,26-35,False,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,Upto 5k,1,False,18,3,4,3,14,6,3,14,11,2,13,2.8,Medium,False,,
RM026,53,46-55,False,Travel_Rarely,Research & Development,5,3,Other,3,Female,3,5,Manager,3,Divorced,19094,15k+,4,False,11,3,4,1,26,3,2,14,13,4,,3.0,Medium,False,,
RM1077,54,46-55,False,Travel_Frequently,Research & Development,11,4,Medical,2,Female,3,4,Manager,4,Divorced,16032,15k+,3,False,20,4,1,1,26,2,3,14,9,1,12,2.5,Medium,False,,
RM601,32,26-35,False,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,2,Manufacturing Director,3,Married,6162,5k-10k,1,False,12,3,3,1,14,3,3,14,13,6,8,3.0,Medium,False,,
